Kingdom	Phylum	Class	Order	Family	Genus	Id
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Sordariales	 f__Lasiosphaeriaceae	 g__Lasiosphaeris	OTU_1697
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Tremellales	 f__Tremellales_Incertae sedis	 g__Filobasidiella	OTU_547
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Mucoraceae	 g__Pirella	OTU_3909
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Entolomataceae	 g__Entoloma	OTU_1785
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Tuberaceae	 g__Tuber	OTU_2239
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Thelephorales	 f__Bankeraceae	 g__Sarcodon	OTU_2330
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Tremellales	 f__Tremellales_Incertae sedis	 g__Auriculibuller	OTU_3751
 k__Fungi	 p__Zygomycota	 c__Zoopagomycotina_Incertae sedis	 o__Zoopagales	 f__Piptocephalidaceae	 g__Piptocephalis	OTU_2178
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Nectriaceae	 g__Falcocladium	OTU_1194
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Marasmiaceae	 g__Armillaria	OTU_3075
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Marasmiaceae	 g__Oudemansiella	OTU_994
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_3954
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Debaryomycetaceae	 g__Scheffersomyces	OTU_2043
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Spizellomycetales	 f__Spizellomycetaceae	 g__Powellomyces	OTU_3976
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Cystofilobasidiales	 f__Cystofilobasidiaceae	 g__Udeniomyces	OTU_1902
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Psathyrellaceae	 g__Lacrymaria	OTU_4527
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Sarcoscyphaceae	 g__Cookeina	OTU_2289
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Tricholomataceae	 g__Collybia	OTU_1623
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Morchellaceae	 g__Morchella	OTU_1590
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Spizellomycetales	 f__Spizellomycetaceae	 g__Kochiomyces	OTU_3788
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Boletales	 f__Boletaceae	 g__Leccinum	OTU_2095
 k__Fungi	 p__Basidiomycota	 c__Agaricostilbomycetes	 o__Agaricostilbales	 f__Agaricostilbaceae	 g__Bensingtonia	OTU_4337
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycodaceae	 g__Hanseniaspora	OTU_3466
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Debaryomycetaceae	 g__Scheffersomyces	OTU_1794
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Morchellaceae	 g__Morchella	OTU_3015
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_2059
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Boletales	 f__Sclerodermataceae	 g__Scleroderma	OTU_1520
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Sordariales	 f__Lasiosphaeriaceae	 g__Podospora	OTU_5240
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Pucciniales	 f__Pucciniaceae	 g__Puccinia	OTU_3697
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_3335
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Pleurotaceae	 g__Pleurotus	OTU_4214
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_1897
 k__Fungi	 p__Basidiomycota	 c__Ustilaginomycetes	 o__Ustilaginales	 f__Ustilaginaceae	 g__Ustilago	OTU_3773
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Russulales	 f__Russulaceae	 g__Lactarius	OTU_2622
 k__Fungi	 p__Zygomycota	 c__Zoopagomycotina_Incertae sedis	 o__Zoopagales	 f__Piptocephalidaceae	 g__Piptocephalis	OTU_2626
 k__Fungi	 p__Ascomycota	 c__Pezizomycotina_Incertae sedis	 o__Pezizomycotina_Incertae sedis_Incertae sedis_Incertae sedis	 f__Pezizomycotina_Incertae sedis_Incertae sedis_Incertae sedis_Incertae sedis	 g__Calcarisporiella	OTU_3408
 k__Fungi	 p__Zygomycota	 c__Kickxellomycotina_Incertae sedis	 o__Kickxellales	 f__Kickxellaceae	 g__Ramicandelaber	OTU_2635
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycodaceae	 g__Hanseniaspora	OTU_1937
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Sporopachydermia	OTU_2449
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Morchellaceae	 g__Morchella	OTU_3671
 k__Fungi	 p__Basidiomycota	 c__Ustilaginomycetes	 o__Ustilaginales	 f__Ustilaginaceae	 g__Pseudozyma	OTU_3437
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Eurotiales	 f__Trichocomaceae	 g__Aspergillus	OTU_2835
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Spizellomycetales	 f__Spizellomycetaceae	 g__Spizellomyces	OTU_1870
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_2287
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Onygenales	 f__Arthrodermataceae	 g__Microsporum	OTU_1507
 k__Fungi	 p__Basidiomycota	 c__Ustilaginomycotina_Incertae sedis	 o__Malasseziales	 f__Malasseziales_Incertae sedis	 g__Malassezia	OTU_1446
 k__Fungi	 p__Basidiomycota	 c__Microbotryomycetes	 o__Sporidiobolales	 f__Sporidiobolales_Incertae sedis	 g__Sporobolomyces	OTU_4529
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetaceae	 g__Zygosaccharomyces	OTU_1872
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Syncephalastraceae	 g__Circinella	OTU_1958
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Radiomycetaceae	 g__Apophysomyces	OTU_1221
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Trichosporonales	 f__Trichosporonaceae	 g__Trichosporon	OTU_1396
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Tricholomataceae	 g__Melanoleuca	OTU_2393
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Cortinariaceae	 g__Galerina	OTU_2758
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Mucoraceae	 g__Hyphomucor	OTU_3942
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Agaricaceae	 g__Chlorophyllum	OTU_3550
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Lycoperdaceae	 g__Calvatia	OTU_2103
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Psathyrellaceae	 g__Psathyrella	OTU_2966
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Umbelopsidaceae	 g__Umbelopsis	OTU_4331
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Microascales	 f__Ceratocystidaceae	 g__Ceratocystis	OTU_4676
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Psathyrellaceae	 g__Coprinopsis	OTU_1474
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Nectriaceae	 g__Fusarium	OTU_440
 k__Fungi	 p__Zygomycota	 c__Entomophthoromycotina_Incertae sedis	 o__Entomophthorales	 f__Basidiobolaceae	 g__Basidiobolus	OTU_1994
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Entolomataceae	 g__Clitopilus	OTU_1471
 k__Fungi	 p__Basidiomycota	 c__Ustilaginomycetes	 o__Ustilaginales	 f__Ustilaginaceae	 g__Schizonella	OTU_2243
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Pyronemataceae	 g__Genea	OTU_2468
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Marasmiaceae	 g__Oudemansiella	OTU_1626
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Spizellomycetales	 f__Spizellomycetaceae	 g__Powellomyces	OTU_1334
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Marasmiaceae	 g__Armillaria	OTU_1917
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetaceae	 g__Saccharomyces	OTU_1854
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Pyronemataceae	 g__Pyronema	OTU_1443
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Backusellaceae	 g__Backusella	OTU_3006
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Hymenochaetales	 f__Hymenochaetaceae	 g__Porodaedalea	OTU_3023
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Pyrenulales	 f__Massariaceae	 g__Massaria	OTU_1456
 k__Fungi	 p__Ascomycota	 c__Orbiliomycetes	 o__Orbiliales	 f__Orbiliaceae	 g__Arthrobotrys	OTU_2279
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Trichomonascaceae	 g__Zygoascus	OTU_5209
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Tuberaceae	 g__Tuber	OTU_5218
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Microascales	 f__Ceratocystidaceae	 g__Ceratocystis	OTU_4097
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Spizellomycetales	 f__Spizellomycetaceae	 g__Kochiomyces	OTU_2011
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Boletales	 f__Boletaceae	 g__Boletus	OTU_4328
 k__Fungi	 p__Neocallimastigomycota	 c__Neocallimastigomycetes	 o__Neocallimastigales	 f__Neocallimastigaceae	 g__Cyllamyces	OTU_3919
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Mucoraceae	 g__Hyphomucor	OTU_2326
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_3413
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Pucciniales	 f__Pucciniaceae	 g__Puccinia	OTU_5515
 k__Fungi	 p__Ascomycota	 c__Lecanoromycetes	 o__Peltigerales	 f__Peltigeraceae	 g__Peltigera	OTU_3258
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Trichomonascaceae	 g__Zygoascus	OTU_4654
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Pyrenulales	 f__Massariaceae	 g__Massaria	OTU_1381
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_3089
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetaceae	 g__Saccharomyces	OTU_3092
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Pucciniales	 f__Pucciniaceae	 g__Puccinia	OTU_3522
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Sordariales	 f__Lasiosphaeriaceae	 g__Podospora	OTU_2209
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Syncephalastraceae	 g__Circinella	OTU_2522
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Boletales	 f__Sclerodermataceae	 g__Scleroderma	OTU_1676
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Spizellomycetales	 f__Spizellomycetaceae	 g__Spizellomyces	OTU_965
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Spizellomycetales	 f__Spizellomycetaceae	 g__Spizellomyces	OTU_2777
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetaceae	 g__Saccharomyces	OTU_2799
 k__Fungi	 p__Zygomycota	 c__Zygomycetes	 o__Endogonales	 f__Endogonaceae	 g__Endogone	OTU_2149
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_1622
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Physalacriaceae	 g__Guyanagaster	OTU_3471
 k__Fungi	 p__Ascomycota	 c__Leotiomycetes	 o__Erysiphales	 f__Erysiphaceae	 g__Podosphaera	OTU_1610
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Boletales	 f__Rhizopogonaceae	 g__Rhizopogon	OTU_2464
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Pucciniales	 f__Coleosporiaceae	 g__Chrysomyxa	OTU_4161
 k__Fungi	 p__Ascomycota	 c__Orbiliomycetes	 o__Orbiliales	 f__Orbiliaceae	 g__Arthrobotrys	OTU_2082
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Cortinariaceae	 g__Cortinarius	OTU_3991
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Pilobolaceae	 g__Pilobolus	OTU_2704
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Spizellomycetales	 f__Spizellomycetaceae	 g__Powellomyces	OTU_2332
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Tremellales	 f__Tremellales_Incertae sedis	 g__Filobasidiella	OTU_1787
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Pucciniales	 f__Pucciniaceae	 g__Puccinia	OTU_2866
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Russulales	 f__Lachnocladiaceae	 g__Asterostroma	OTU_5353
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Morchellaceae	 g__Morchella	OTU_3182
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Marasmiaceae	 g__Baeospora	OTU_1578
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_2046
 k__Fungi	 p__Basidiomycota	 c__Agaricostilbomycetes	 o__Agaricostilbales	 f__Agaricostilbaceae	 g__Bensingtonia	OTU_1691
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Ophiostomatales	 f__Ophiostomataceae	 g__Ophiostoma	OTU_2920
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Verrucariales	 f__Verrucariaceae	 g__Atla	OTU_2295
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Hymenochaetales	 f__Hymenochaetaceae	 g__Porodaedalea	OTU_2385
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Microascales	 f__Ceratocystidaceae	 g__Ceratocystis	OTU_3112
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Strophariaceae	 g__Pholiota	OTU_5328
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Pilobolaceae	 g__Pilobolus	OTU_3588
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Psathyrellaceae	 g__Coprinellus	OTU_3087
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Agaricaceae	 g__Leucoagaricus	OTU_3461
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Pyronemataceae	 g__Genea	OTU_2263
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_2237
 k__Fungi	 p__Zygomycota	 c__Kickxellomycotina_Incertae sedis	 o__Kickxellales	 f__Kickxellaceae	 g__Coemansia	OTU_788
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Morchellaceae	 g__Morchella	OTU_2811
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Psathyrellaceae	 g__Psathyrella	OTU_4053
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Syncephalastraceae	 g__Circinella	OTU_2236
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_2674
 k__Fungi	 p__Zygomycota	 c__Kickxellomycotina_Incertae sedis	 o__Kickxellales	 f__Kickxellaceae	 g__Coemansia	OTU_2189
 k__Fungi	 p__Glomeromycota	 c__Glomeromycetes	 o__Diversisporales	 f__Acaulosporaceae	 g__Acaulospora	OTU_3128
 k__Fungi	 p__Basidiomycota	 c__Microbotryomycetes	 o__Sporidiobolales	 f__Sporidiobolales_Incertae sedis	 g__Rhodotorula	OTU_2378
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Hydnangiaceae	 g__Laccaria	OTU_4589
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Cantharellales	 f__Clavulinaceae	 g__Clavulina	OTU_4330
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Mucoraceae	 g__Mucor	OTU_3815
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Pleurotaceae	 g__Pleurotus	OTU_2732
 k__Fungi	 p__Zygomycota	 c__Kickxellomycotina_Incertae sedis	 o__Kickxellales	 f__Kickxellaceae	 g__Coemansia	OTU_1607
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Cortinariaceae	 g__Phaeocollybia	OTU_1990
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Polyporales	 f__Meruliaceae	 g__Cylindrobasidium	OTU_5216
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_4985
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Boletales	 f__Boletaceae	 g__Boletus	OTU_2168
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Hygrophoraceae	 g__Camarophyllopsis	OTU_2174
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Hypocreaceae	 g__Hypocrea	OTU_3657
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Hymenochaetales	 f__Hymenochaetaceae	 g__Phellinus	OTU_4665
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Psathyrellaceae	 g__Coprinopsis	OTU_3308
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Spizellomycetales	 f__Spizellomycetaceae	 g__Spizellomyces	OTU_3603
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Geastrales	 f__Geastraceae	 g__Geastrum	OTU_2347
 k__Fungi	 p__Basidiomycota	 c__Ustilaginomycotina_Incertae sedis	 o__Malasseziales	 f__Malasseziales_Incertae sedis	 g__Malassezia	OTU_3117
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Polyporales	 f__Polyporaceae	 g__Skeletocutis	OTU_1943
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Boletales	 f__Boletaceae	 g__Boletus	OTU_3020
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Spizellomycetales	 f__Spizellomycetaceae	 g__Spizellomyces	OTU_2228
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Dothideomycetes_Incertae sedis_Incertae sedis	 f__Dothideomycetes_Incertae sedis_Incertae sedis_Incertae sedis	 g__Naumovia	OTU_2290
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Botryosphaeriales	 f__Botryosphaeriaceae	 g__Phyllosticta	OTU_3219
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Microascales	 f__Ceratocystidaceae	 g__Ceratocystis	OTU_2864
 k__Fungi	 p__Zygomycota	 c__Zoopagomycotina_Incertae sedis	 o__Zoopagales	 f__Piptocephalidaceae	 g__Piptocephalis	OTU_2509
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Spizellomycetales	 f__Spizellomycetaceae	 g__Powellomyces	OTU_3844
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Tricholomataceae	 g__Tricholoma	OTU_2490
 k__Fungi	 p__Ascomycota	 c__Arthoniomycetes	 o__Arthoniales	 f__Roccellaceae	 g__Roccella	OTU_2706
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Cystofilobasidiales	 f__Cystofilobasidiaceae	 g__Udeniomyces	OTU_4875
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetaceae	 g__Saccharomyces	OTU_1005
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Diaporthales	 f__Gnomoniaceae	 g__Gnomoniopsis	OTU_2146
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Boletales	 f__Boletaceae	 g__Leccinum	OTU_3605
 k__Fungi	 p__Basidiomycota	 c__Ustilaginomycotina_Incertae sedis	 o__Malasseziales	 f__Malasseziales_Incertae sedis	 g__Malassezia	OTU_1900
 k__Fungi	 p__Zygomycota	 c__Zygomycetes	 o__Endogonales	 f__Endogonaceae	 g__Endogone	OTU_5095
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Polyporales	 f__Meruliaceae	 g__Chondrostereum	OTU_3915
 k__Fungi	 p__Ascomycota	 c__Orbiliomycetes	 o__Orbiliales	 f__Orbiliaceae	 g__Arthrobotrys	OTU_2745
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Sordariales	 f__Chaetomiaceae	 g__Chaetomium	OTU_4205
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Boletales	 f__Paxillaceae	 g__Paxillus	OTU_2374
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Ophiostomatales	 f__Ophiostomataceae	 g__Ophiostoma	OTU_3587
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Psathyrellaceae	 g__Coprinopsis	OTU_4124
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Tuberaceae	 g__Labyrinthomyces	OTU_4590
 k__Fungi	 p__Basidiomycota	 c__Agaricostilbomycetes	 o__Agaricostilbales	 f__Agaricostilbaceae	 g__Sterigmatomyces	OTU_3204
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Pleosporales	 f__Phaeosphaeriaceae	 g__Ampelomyces	OTU_1982
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Hydnangiaceae	 g__Laccaria	OTU_2857
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Ophiostomatales	 f__Ophiostomataceae	 g__Grosmannia	OTU_2688
 k__Fungi	 p__Neocallimastigomycota	 c__Neocallimastigomycetes	 o__Neocallimastigales	 f__Neocallimastigaceae	 g__Cyllamyces	OTU_1745
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Pilobolaceae	 g__Pilobolus	OTU_1638
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Psathyrellaceae	 g__Parasola	OTU_3799
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Tuberaceae	 g__Reddellomyces	OTU_2084
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Pucciniales	 f__Pucciniaceae	 g__Puccinia	OTU_3597
 k__Fungi	 p__Zygomycota	 c__Entomophthoromycotina_Incertae sedis	 o__Entomophthorales	 f__Basidiobolaceae	 g__Basidiobolus	OTU_1423
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Cortinariaceae	 g__Cortinarius	OTU_5255
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Pilobolaceae	 g__Pilobolus	OTU_3405
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Mucoraceae	 g__Pilaira	OTU_2436
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Clavicipitaceae	 g__Conoideocrella	OTU_1706
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Microascales	 f__Halosphaeriaceae	 g__Corollospora	OTU_3097
 k__Fungi	 p__Basidiomycota	 c__Agaricostilbomycetes	 o__Agaricostilbales	 f__Chionosphaeraceae	 g__Kurtzmanomyces	OTU_3764
 k__Fungi	 p__Ascomycota	 c__Pezizomycotina_Incertae sedis	 o__Pezizomycotina_Incertae sedis_Incertae sedis_Incertae sedis	 f__Pezizomycotina_Incertae sedis_Incertae sedis_Incertae sedis_Incertae sedis	 g__Scolecobasidium	OTU_1926
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Cantharellales	 f__Ceratobasidiaceae	 g__Ceratobasidium	OTU_1687
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Diaporthales	 f__Cryphonectriaceae	 g__Celoporthe	OTU_3833
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Agaricaceae	 g__Agaricus	OTU_3459
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Sporopachydermia	OTU_2240
